0.523708,0.474788,0.373783,0.570174,0.0834431,0.570164,0.0399209,0.850831,0.0254219,0.927142,0.678455,0.562029,0.789713,0.741841,0.881667,0.747296,0.383397,0.968007,0.204386,0.984348,0,0,0,0,0.586565,0.95437,0,0,0,0,0.388257,0.417596,0.630009,0.406699,0.209189,0.406696,0.712284,0.398479
0.523709,0.474787,0.373785,0.570175,0.0834421,0.570164,0.0399218,0.85083,0.0254233,0.927141,0.678456,0.56203,0.789717,0.741843,0.881676,0.747293,0.383398,0.968007,0.204387,0.984349,0,0,0,0,0.586565,0.954371,0,0,0,0,0.388263,0.417596,0.630009,0.406699,0.209182,0.406689,0.712281,0.39848
0.523643,0.47211,0.378549,0.564716,0.0785856,0.562013,0.0351281,0.869903,0,0,0.688144,0.562,0.755864,0.779984,0.87198,0.74181,0.417226,0.973457,0.214068,0.989782,0,0,0,0,0.615581,0.959819,0,0,0,0,0.388238,0.417581,0.625236,0.403992,0.204425,0.403959,0.712297,0.393083
0.518875,0.472078,0.373754,0.559303,0.0737861,0.562017,0.0350801,0.867183,0.0157802,0.959818,0.678461,0.553866,0.79457,0.774539,0.871947,0.739086,0.422102,0.981613,0.218918,0.992536,0,0,0,0,0.620432,0.970722,0,0,0,0,0.383387,0.414869,0.625209,0.403938,0.199553,0.401273,0.707524,0.393069
0.513952,0.472072,0.373728,0.56203,0.0641485,0.564722,0.0351039,0.859005,0.0205498,0.965281,0.688156,0.561999,0.925193,0.938024,0.886491,0.752762,0.417229,0.984345,0.209229,0.987082,0,0,0,0,0.630071,0.9789,0,0,0,0,0.368922,0.414878,0.605946,0.403932,0.180196,0.401212,0.70265,0.384895
0.504319,0.472063,0.37368,0.559295,0.0592997,0.570179,0.0303151,0.829034,0.0205691,0.962539,0.683311,0.553848,0,0,0,0,0.412393,0.976161,0.209226,0.981619,0,0,0,0,0.625233,0.970716,0,0,0,0,0.368798,0.417568,0.601134,0.401279,0.180217,0.401197,0.707445,0.3876
0.485046,0.47208,0.393031,0.55382,0.0592655,0.572887,0.0351204,0.83993,0.0205662,0.954371,0.707498,0.548383,0,0,0,0,0.40756,0.984333,0.204415,0.987063,0,0,0,0,0.62527,0.976167,0,0,0,0,0.3544,0.412145,0.596246,0.401231,0.165702,0.398531,0.707459,0.371259
0.484919,0.46939,0.383395,0.556549,0.0544148,0.578318,0.0447991,0.850831,0.020561,0.959812,0.702632,0.548395,0.920308,0.766367,0.862294,0.662838,0.42693,0.98708,0,0,0,0,0,0,0.634904,0.9789,0,0,0,0,0.344663,0.41214,0.591427,0.401242,0.160805,0.401208,0.702673,0.379451
0.470502,0.469381,0.378578,0.559266,0.0544159,0.578339,0.0447902,0.845383,0.0158123,0.938035,0.688138,0.548368,0.925147,0.755475,0.867072,0.635582,0.407568,0.978896,0.204389,0.987073,0,0,0,0,0.625223,0.965274,0,0,0,0,0.325318,0.409425,0.586536,0.401254,0.146376,0.393068,0.697831,0.382171
0.455947,0.469378,0.378585,0.562002,0.0544739,0.5756,0.0447987,0.845383,0.0158104,0.93802,0.697791,0.548399,0.944529,0.760922,0.87193,0.624685,0.41726,0.992523,0,0,0,0,0,0,0.634916,0.981611,0,0,0,0,0.310878,0.40943,0.571994,0.403948,0.146391,0.3958,0.68813,0.384882
0.417292,0.485728,0.393071,0.564733,0.0641207,0.567461,0.0447845,0.820858,0.030283,0.91895,0.712308,0.55109,0.944504,0.758193,0.910622,0.60834,0.407573,0.989801,0.194707,0.995251,0,0,0,0,0.625267,0.981619,0,0,0,0,0.286602,0.423051,0.533312,0.420336,0.13667,0.398505,0.678465,0.390337
0.407618,0.488457,0.402734,0.559285,0.0737657,0.559294,0.0447584,0.82903,0.0254224,0.924403,0.72198,0.548391,0.949369,0.741843,0.910713,0.591983,0.426933,0.99525,0,0,0,0,0,0,0.639786,0.98434,0,0,0,0,0.286627,0.425812,0.52372,0.42308,0.194685,0.40396,0.683293,0.371272
0.402703,0.499343,0.407604,0.553855,0.0834583,0.553824,0.0351139,0.793613,0.0206113,0.959826,0.731693,0.548372,0,0,0,0,0.422074,0.978906,0.199586,0.98707,0,0,0,0,0.63492,0.97072,0,0,0,0,0.267292,0.444837,0.51886,0.439362,0.136717,0.401245,0.673613,0.379448
0.407508,0.504774,0.407594,0.551117,0.0834395,0.551111,0.0350802,0.790884,0.0254278,0.929857,0.731682,0.545652,0,0,0,0,0.39788,0.97343,0.19472,0.976164,0,0,0,0,0.620421,0.962548,0,0,0,0,0.262429,0.45029,0.523656,0.447518,0.136686,0.403968,0.654269,0.395774
0.451094,0.548382,0.37374,0.534752,0.073769,0.551076,0.0206552,0.793621,0.0205751,0.965281,0.683311,0.515677,0,0,0,0,0.378538,0.959827,0.185061,0.973461,0,0,0,0,0.601048,0.938027,0,0,0,0,0.349499,0.507493,0.518869,0.46665,0.185067,0.439395,0.668798,0.40395
0.489802,0.529308,0.373688,0.534778,0.0834926,0.551082,0.0350764,0.834487,0.0205911,0.940758,0.663968,0.507509,0.939705,0.671008,0.799439,0.491183,0.364059,0.951652,0.165715,0.965283,0,0,0,0,0.572048,0.935293,0,0,0,0,0.315663,0.461201,0.538214,0.442115,0.194719,0.428499,0.659104,0.395802
0.436594,0.512978,0.368868,0.537506,0.0834503,0.551111,0.0205874,0.769084,0.0205611,0.883553,0.654264,0.515691,0.915519,0.679142,0.809097,0.515709,0.368869,0.957089,0.165693,0.97073,0,0,0,0,0.57687,0.935304,0,0,0,0,0.301136,0.461201,0.51887,0.436675,0.170567,0.431195,0.69293,0.384902
0.45118,0.510234,0.373674,0.540223,0.0931107,0.55107,0.0302523,0.774534,0.0254493,0.878076,0.649451,0.523846,0.905819,0.690051,0.813894,0.532045,0.388222,0.968002,0.189894,0.981615,0,0,0,0,0.596247,0.951643,0,0,0,0,0.349524,0.455715,0.528544,0.442123,0.209209,0.423044,0.717176,0.384893
